URL/Status Code,GET,POST,HEAD,Count
/CMS_BLK/GenerateOtp?userId=8806,1,0,0,1
/CMS_BLK/GenerateOtp?userId=8809,1,0,0,1
/CMS_BLK/GenerateOtp?userId=8812,1,0,0,1
/CMS_BLK/GenerateOtp?userId=8818,1,0,0,1
/CMS_BLK/GenerateOtp?userId=8824,1,0,0,1
/CMS_BLK/GenerateOtp?userId=8886,3,0,0,3
/CMS_BLK/GetCaptcha,74,0,0,74
/CMS_BLK/GetHeaderDetails?userId=1&parentId=null&_=1679887584971,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=1&parentId=null&_=1679887738685,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=1&parentId=null&_=1679902399085,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=1&parentId=null&_=1679907309901,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=1&parentId=null&_=1679907330591,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=1&parentId=null&_=1679911518654,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=1&parentId=null&_=1679912121747,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=1&parentId=null&_=1679995002446,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=1&parentId=null&_=1679998922207,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=1&parentId=null&_=1680026124148,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=1&parentId=null&_=1680066303475,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=1&parentId=null&_=1680066485000,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=1&parentId=null&_=1680068280065,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=1&parentId=null&_=1680086909709,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=1&parentId=null&_=1680090064924,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=1&parentId=null&_=1680098779091,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=1&parentId=null&_=1680149451274,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=7003&parentId=1&_=1679906678385,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=7563&parentId=1&_=1679901442461,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=7563&parentId=1&_=1679989953793,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=7981&parentId=1&_=1680071278066,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=7981&parentId=1&_=1680153803481,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8445&parentId=1&_=1679993942094,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8498&parentId=1&_=1679813395841,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8498&parentId=1&_=1679813395843,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8498&parentId=1&_=1679813395846,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8498&parentId=1&_=1679813529495,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8498&parentId=1&_=1679813529496,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8498&parentId=1&_=1679813529498,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8498&parentId=1&_=1679813529500,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8498&parentId=1&_=1679813529501,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8498&parentId=1&_=1679813529502,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8498&parentId=1&_=1679813529504,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8498&parentId=1&_=1679813529506,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8498&parentId=1&_=1679813529508,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8498&parentId=1&_=1679813529509,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8498&parentId=1&_=1679813529511,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8498&parentId=1&_=1679813529513,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8498&parentId=1&_=1679813529515,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8498&parentId=1&_=1680071359787,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8498&parentId=1&_=1680155973754,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8609&parentId=1&_=1680069234157,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8752&parentId=1&_=1679982658643,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8752&parentId=1&_=1680151615463,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306178,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306180,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306182,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306184,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306186,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306188,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306189,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306190,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306192,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306193,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306195,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306198,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306200,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306202,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306204,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306206,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306208,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306210,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306212,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306214,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306216,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306218,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306220,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306222,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679809306224,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679842866785,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679842866786,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679907763093,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679907763094,1,0,0,1
/CMS_BLK/GetHeaderDetails?userId=8773&parentId=1&_=1679909635953,1,0,0,1
/CMS_BLK/GetPackageDetails?selectedPlans=3010,1,0,0,1
/CMS_BLK/GetTaskDetails?loginUser=7981&userId=0&entityId=2&fromDate=29/03/2023&allTask=true,1,0,0,1
/CMS_BLK/GetTaskDetails?loginUser=8609&userId=8609&entityId=2&fromDate=29/03/2023&allTask=true,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=AuditDetails&targetPage=%2FBMSaudit%2FAuditInfo.jsp&isView=true&isGridView=true&fdate=26%2F03%2F2023&tdate=26%2F03%2F2023&searchField=-1&searchOper=-1&searchString=&_search=false&nd=1679843061675&rows=10&page=1&sidx=CREATE_TIME&sord=desc&totalrows=,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=AuditDetails&targetPage=%2FBMSaudit%2FAuditInfo.jsp&isView=true&isGridView=true&fdate=29%2F03%2F2023&tdate=29%2F03%2F2023&searchField=-1&searchOper=-1&searchString=&_search=false&nd=1680068594651&rows=10&page=1&sidx=CREATE_TIME&sord=desc&totalrows=,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=AuditDetails&targetPage=%2FBMSaudit%2FAuditInfo.jsp&isView=true&isGridView=true&fdate=29%2F03%2F2023&tdate=29%2F03%2F2023&searchField=-1&searchOper=-1&searchString=&_search=false&nd=1680075700899&rows=10&page=1&sidx=CREATE_TIME&sord=desc&totalrows=,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=InboxReport&targetPage=%2FInboxReport%2FInboxReport.jsp&isView=true&isGridLoad=true&isCustSReport=true&sDate=28%2F03%2F2023&eDate=28%2F03%2F2023&downloadFile=null&userId=undefined&_search=false&nd=1679989987837&rows=10&page=1&sidx=DATE&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=OfflineMsisdn&targetPage=%2FOfflineMsisdnReport%2FOfflineMsisdnReport.jsp&isView=true&isGridLoad=true&user=7645&fromDate=26%2F03%2F2023&da=8801926043276&_search=false&nd=1679987332217&rows=10&page=1&sidx=DATE&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=OfflineMsisdn&targetPage=%2FOfflineMsisdnReport%2FOfflineMsisdnReport.jsp&isView=true&isGridLoad=true&user=7645&fromDate=27%2F03%2F2023&da=8801926043276&_search=false&nd=1679987290159&rows=10&page=1&sidx=DATE&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=OfflineMsisdn&targetPage=%2FOfflineMsisdnReport%2FOfflineMsisdnReport.jsp&isView=true&isGridLoad=true&user=7645&fromDate=28%2F03%2F2023&da=8801926043276&_search=false&nd=1679987278634&rows=10&page=1&sidx=DATE&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=OnlineStatusReport&targetPage=%2FOnlineStatusReport%2FOnlineStatusreport.jsp&isView=true&isGridLoad=true&userId=0&taskId=130871&channelid=1&_search=false&nd=1680071295793&rows=10&page=1&sidx=GROUP_ID&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=QuotaUsage&targetPage=%2FQuotaUsage%2FQuotaUsageOnline.jsp&isView=true&isGridView=true&isOnline=true&user=0&_search=false&nd=1679989990037&rows=10&page=1&sidx=GROUP_ID&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=QuotaUsage&targetPage=%2FQuotaUsage%2FShowUsagePageEnterprise.jsp&isView=true&isGridView=true&sDate=27%2F03%2F2023&eDate=27%2F03%2F2023&user=0&userlist=undefined&usageDate=undefined&_search=false&nd=1679989988984&rows=10&page=1&sidx=GROUP_ID&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&non_appr=true&searchOA=&isDownload=&searchOADownload=&searchUser=7003&_search=false&nd=1679895505478&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&non_appr=true&searchOA=&isDownload=&searchOADownload=&searchUser=8773&_search=false&nd=1679907801303&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=-1&isDownload=&searchOADownload=&_search=false&nd=1679902524403&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=-1&isDownload=&searchOADownload=&_search=false&nd=1679980205265&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=-1&isDownload=&searchOADownload=&_search=false&nd=1679995589481&rows=30&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=-1&isDownload=&searchOADownload=&_search=false&nd=1680026154895&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=-1&isDownload=&searchOADownload=&_search=false&nd=1680070889120&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=-1&isDownload=&searchOADownload=&_search=false&nd=1680074212474&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=-1&isDownload=&searchOADownload=&_search=false&nd=1680074945909&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=-1&isDownload=&searchOADownload=&_search=false&nd=1680075281949&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=-1&isDownload=&searchOADownload=&_search=false&nd=1680090154411&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=-1&isDownload=&searchOADownload=&_search=false&nd=1680090188201&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=-1&isDownload=&searchOADownload=&_search=false&nd=1680100312437&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=7003&isDownload=&searchOADownload=&_search=false&nd=1679895507789&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=7563&isDownload=&searchOADownload=&_search=false&nd=1679989999615&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=7563&isDownload=&searchOADownload=&_search=false&nd=1679990212035&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=7981&isDownload=&searchOADownload=&_search=false&nd=1680154068033&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=8445&isDownload=&searchOADownload=&_search=false&nd=1679993964949&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=8445&isDownload=&searchOADownload=&_search=false&nd=1679993974452&rows=10&page=2&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=8466&isDownload=&searchOADownload=&_search=false&nd=1679893256103&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=8466&isDownload=&searchOADownload=&_search=false&nd=1680078621277&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=8466&isDownload=&searchOADownload=&_search=false&nd=1680078754608&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=8466&isDownload=&searchOADownload=&_search=false&nd=1680094953549&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=8498&isDownload=&searchOADownload=&_search=false&nd=1680156134854&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=8609&isDownload=&searchOADownload=&_search=false&nd=1680071218505&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=8609&isDownload=&searchOADownload=&_search=false&nd=1680071279145&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=8773&isDownload=&searchOADownload=&_search=false&nd=1679843071243&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=8773&isDownload=&searchOADownload=&_search=false&nd=1679907774110&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=8773&isDownload=&searchOADownload=&_search=false&nd=1679907799525&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=&searchUser=8773&isDownload=&searchOADownload=&_search=false&nd=1679909636133&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=+&searchUser=6450&isDownload=&searchOADownload=&_search=false&nd=1679998565814&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=+&searchUser=8018&isDownload=&searchOADownload=&_search=false&nd=1679998601399&rows=30&page=2&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=+&searchUser=8475&isDownload=&searchOADownload=&_search=false&nd=1680075293091&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
/CMS_BLK/GridDataLoader?featureId=UploadShortCode&targetPage=%2FUploadShortCode%2FManageShortCode.jsp&isView=true&isGridView=true&isGridLoad=true&searchOA=+Daraz&searchUser=8018&isDownload=&searchOADownload=&_search=false&nd=1679887858063&rows=10&page=1&sidx=AB.FIRST_NAME&sord=desc,1,0,0,1
